date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:06	326/326	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:07	326/326	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:08	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:02:04%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:09	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:10	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:01:58%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:11	71/71	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:02:04%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:12	90/90	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:02:04%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:13	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2001%20Jan%202021%2020:02:04%20GMT	https://sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://sleddingtech.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.3)
15:16:15	184740/184740	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2008%20May%202023%2019:10:37%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.eot?49gwka	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.eot	(from https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.3.3)
15:16:17	184536/184536	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2008%20May%202023%2019:10:38%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.ttf?49gwka	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.ttf	(from https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.3.3)
15:16:17	184612/184612	---M--	200	added ('OK')	font/woff	date:Mon,%2008%20May%202023%2019:10:38%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.woff?49gwka	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.woff	(from https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.3.3)
15:16:18	681697/681697	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20May%202023%2019:10:38%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon.svg?49gwka	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/fonts/awsm-jobs-icomoon062a.svg	(from https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.3.3)
15:16:18	804/804	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20May%202023%2019:10:39%20GMT	https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/img/loading.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/wp-job-openings/assets/img/loading.svg	(from https://sleddingtech.com/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.3.3)
15:16:20	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.eot	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:21	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.eot?	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400d41d.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:21	75936/75936	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.woff2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.woff2	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:23	89100/89100	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.woff	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:24	131624/131624	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.ttf	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.ttf	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:25	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.eot	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:25	708706/708706	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-brands-400.svg	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:26	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.eot?	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400d41d.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:27	13576/13576	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.woff2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.woff2	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:28	16800/16800	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.woff	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:29	34092/34092	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.ttf	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.ttf	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:30	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-regular-400.svg	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:32	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.eot	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:33	76084/76084	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.woff2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.woff2	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:35	98996/98996	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.woff	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:35	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.eot?	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900d41d.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:36	193780/193780	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.ttf	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.ttf	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:37	23442/23442	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.eot	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:38	849145/849145	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/fa-solid-900.svg	(from https://sleddingtech.com/wp-content/themes/engitech/css/font-awesome.min.css?ver=6.2)
15:16:38	23442/23442	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.eot?	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticond41d.eot	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:39	11896/11896	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.woff2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.woff2	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:40	14432/14432	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.woff	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:41	23264/23264	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.ttf	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.ttf	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:42	148163/148163	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/fonts/Flaticon.svg	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:46	95060/95060	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20May%202023%2009:46:45%20GMT	https://sleddingtech.com/wp-content/themes/engitech/css/Flaticon.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/css/Flaticon.svg	(from https://sleddingtech.com/wp-content/themes/engitech/css/flaticon.css?ver=6.2)
15:16:46	452/452	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2019:59:56%20GMT	https://sleddingtech.com/wp-content/themes/engitech/images/close.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/themes/engitech/images/close.png	(from https://sleddingtech.com/wp-content/themes/engitech/style.css?ver=6.2)
15:16:48	211640/211640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20Aug%202022%2001:35:27%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:16:50	93372/93372	---M--	200	added ('OK')	font/woff2	date:Fri,%2019%20Aug%202022%2001:35:27%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:16:50	114280/114280	---M--	200	added ('OK')	font/woff	date:Fri,%2019%20Aug%202022%2001:35:27%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:16:52	211480/211480	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2019%20Aug%202022%2001:35:27%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:16:53	318907/318907	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2019%20Aug%202022%2001:35:28%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.16.0	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.svg	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:16:55	38642/38642	---M--	200	added ('OK')	image/jpeg	etag:%2251fcac9dd7532af9350908a70865f52b%22	https://engitech.s3.amazonaws.com/images/bg-cta1-home1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/bg-cta1-home1.jpg	(from https://sleddingtech.com/wp-content/uploads/elementor/css/post-2274.css?ver=1682312819)
15:16:56	12290/12290	---M--	200	added ('OK')	image/jpeg	etag:%2221fc73ffe3eafa77414fa2a248149062%22	https://engitech.s3.amazonaws.com/images/bg-maps-dots.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/bg-maps-dots.jpg	(from https://sleddingtech.com/wp-content/uploads/elementor/css/post-2274.css?ver=1682312819)
15:17:00	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20Aug%202022%2001:35:23%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:02	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20Aug%202022%2001:35:23%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:02	76764/76764	---M--	200	added ('OK')	font/woff2	date:Fri,%2019%20Aug%202022%2001:35:23%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:03	90060/90060	---M--	200	added ('OK')	font/woff	date:Fri,%2019%20Aug%202022%2001:35:22%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:04	134040/134040	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2019%20Aug%202022%2001:35:21%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:05	17063/17063	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Oct%202022%2005:26:13%20GMT	https://sleddingtech.com/wp-content/uploads/elementor/css/post-1579.css?ver=1667021173	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/elementor/css/post-1579873e.css	(from https://sleddingtech.com/about-us/)
15:17:06	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2019%20Aug%202022%2001:35:23%20GMT	https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://sleddingtech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
15:17:07	37331/37331	---MCZ	200	added ('OK')	application/json	date:Tue,%2009%20May%202023%2009:47:06%20GMT	https://sleddingtech.com/wp-json/wp/v2/pages/1579	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/wp/v2/pages/1579.json	(from https://sleddingtech.com/about-us/)
15:17:07	2359/2359	---M-Z	200	added ('OK')	application/json	date:Tue,%2009%20May%202023%2009:47:07%20GMT	https://sleddingtech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsleddingtech.com%2Fabout-us%2F	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/oembed/1.0/embed531f.json	(from https://sleddingtech.com/about-us/)
15:17:08	2429/2429	---M-Z	200	added ('OK')	text/xml	date:Tue,%2009%20May%202023%2009:47:08%20GMT	https://sleddingtech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsleddingtech.com%2Fabout-us%2F&format=xml	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-json/oembed/1.0/embed0436	(from https://sleddingtech.com/about-us/)
15:17:12	69358/69358	---M--	200	added ('OK')	image/jpeg	etag:%22a54c3e56e64cf35831311094108c9126%22	https://engitech.s3.amazonaws.com/images/image-box1.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/image-box1.jpg	(from https://sleddingtech.com/about-us/)
15:17:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20May%202023%2009:47:09%20GMT	https://sleddingtech.com/?p=1579	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/indexade3.html	(from https://sleddingtech.com/about-us/)
15:17:14	64104/64104	---M--	200	added ('OK')	image/jpeg	etag:%22b9f69435dbf3640b12e3416f48979686%22	https://engitech.s3.amazonaws.com/images/image-box3.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/image-box3.jpg	(from https://sleddingtech.com/about-us/)
15:17:15	62567/62567	---M--	200	added ('OK')	image/jpeg	etag:%22865d6b66b5ce163b233cf4f3abfb736c%22	https://engitech.s3.amazonaws.com/images/image-box2.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/image-box2.jpg	(from https://sleddingtech.com/about-us/)
15:17:16	55591/55591	---M--	200	added ('OK')	image/jpeg	etag:%22b3fadc056c43ea9977e09f0b597e49b0%22	https://engitech.s3.amazonaws.com/images/image-box4.jpg	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/engitech.s3.amazonaws.com/images/image-box4.jpg	(from https://sleddingtech.com/about-us/)
15:17:18	22384/22384	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Oct%202022%2002:44:15%20GMT	https://sleddingtech.com/wp-content/uploads/elementor/css/post-2407.css?ver=1667011455	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/elementor/css/post-2407610d.css	(from https://sleddingtech.com/services/)
15:17:18	156036/156036	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jan%202021%2020:04:19%20GMT	https://sleddingtech.com/wp-content/uploads/2020/02/image1-about.png	/storage/emulated/0/HTTrack/Websites/sledding%20pvt%20ltd/sleddingtech.com/wp-content/uploads/2020/02/image1-about.png	(from https://sleddingtech.com/about-us/)
